title,label
Tsegay comes out on top in 5000m battle - AW,sports
World Athletics President Seb Coe Is Looking To Reduce The Length Of World Champs In The Future,sports
Coe lauds spectacular Wightman win among his world highlights,sports
Athletics-Coe lauds spectacular Wightman win among his world highlights,sports
I'd run a metric mile if Dad tried to coach me,sports
Wightman joins Scottish greats with stunning World 1500m title - Susan Egelstaff,sports
Emotional video shows dad commentating on his son's shocking world title win: 'That's my son',sports
Lewis Hamilton hints he will prolong F1 stay after best finish of the season,sports
Lewis Hamilton becomes first F1 driver to achieve podium finish after 300 races,sports
"Hamilton expects ""smooth sailing"" for Verstappen with ""massive"" points lead · RaceFans",sports
"Plenty of fuel in the tank after 300 races, says Hamilton",sports
Hamilton drops a hint that he COULD remain in Formula One beyond next year,sports
Equal playing field? Why women sports persons get paid less than men,sports
"Black Caps unbeaten, so close for Lydia Ko & Liam Lawson powers to F2 win | nzherald.co.nz",sports
France's Mayer wins second world decathlon title,sports
Medal contenders emerge on dramatic first day of decathlon in Oregon | REPORT | WCH 22,sports
Damian Warner ends chance for medal following injury,sports
Mayer's Sunday surge secures decathlon gold,sports
Olympic champion Warner makes strong start in search for first world decathlon title | REPORT | WCH 22,sports
"Manchester United join race for striker prospect Benjamin Sesko, as Fabrizio Romano confirms Red Devils 'well informed'",sports
Newcastle offered chance to sign Andrea Belotti,sports
Red Bull Salzburg respond as Man Utd enter fray for teenage sensation Benjamin Sesko,sports
Newcastle now 'on the lookout' for Ekitike alternative at St James' Park,sports
Who is Manchester United target Benjamin Sesko?,sports
Highlights: Darren Clarke nails Senior Open win at No. 18 | Golf Channel,sports
Darren Clarke wins The Senior Open presented by Rolex,sports
Senior Open Championship: Darren Clarke wins with 72nd hole birdie,sports
Final-hole birdie gives Darren Clarke 2022 Senior Open win over Padraig Harrington in rain,sports
Darren Clarke gets the senior win he most desired in wet finish at Gleneagles,sports
All-Access | Golden State Warriors Take on 2022 Summer League,sports
Warriors' McClung Has Inside Track to Roster Spot: Report,sports
Golden State Warriors: 3 James Wiseman trades to consider,sports
"Warriors' top offseason addition is actually James Wiseman, whose ask and expectations have been simplified",sports
"Transfer news: Man Utd shortlist new striker, Chelsea blow as Barca agree Kounde deal",sports
"Destination unknown for Ronaldo, De Jong as Barcelona try to hijack Kounde deal",sports
Transfer news live - Ronaldo's loan deal as Tuchel demands more Chelsea signings,sports
"Transfer news LIVE! Kounde to Chelsea latest, Kimpembe; Arsenal want winger; Depay to Spurs; latest rumours",sports
Transfer rumours: Ronaldo's loan deal; Antoine Griezmann up for sale,sports
What Timo Werner may demand amid Thomas Tuchel criticism according to former Chelsea player,sports
Chelsea star 'wants early exit' as Tuchel suffers another blow after Kounde decision,sports
Three of Tuchel's first-team players want to leave Chelsea this summer,sports
Levi Colwill Wants Chelsea Stay As Armando Broja Seeks Thomas Tuchel Assurance In Planned Talks,sports
Chelsea completing Jules Kounde transfer may trigger Tuchel into sanctioning five deals,sports
Tony Finau shoots 4-under 67 | Round 4 | 3M Open,sports
How Tony Finau brought order to an otherwise chaotic finish at the 3M Open,sports
"Finau wins 3M Open by 3 with late surge, Piercy collapse",sports
Fans soak up final day of 3M Open in Blaine,sports
Satoshi Kodaira Round 4 Recap at 2022 3M Open,sports
Players with early-onset dementia to issue proceedings against rugby authorities,sports
RUGBY IN THE DOCK: Brain-damaged former stars launch lawsuit against RFU and World Rugby,sports
More than 100 former Rugby players take legal action against World Rugby about brain damage claims,sports
Former rugby union players set to sue authorities over head injuries,sports
Former players launch historic legal challenge over brain damage,sports
'EVERYONE'S A WINNER!' - Craig Burley calls Gareth Bale at LAFC a 'perfect fit' for him | ESPN FC,sports
"Bale, Arango put LAFC four points clear in Western Conference",sports
Gareth Bale gets off the mark with first goal for LAFC following transfer to MLS,sports
It Wasn’t All Bad: Eight Observations from Sporting KC v LAFC,sports
"Sporting Kansas City vs Los Angeles Prediction, Betting Tips & Odds │24 JULY, 2022",sports
"Former Lakers guard Malik Monk on why 'it'll work out' for LeBron, AD and Westbrook",sports
Former Laker Drops Truth Bomb on LeBron James and Russell Westbrook,sports
"Malik Monk Says LeBron, AD, Russ Can Coexist On Lakers, 'It'll Work Out' | TMZ Sports",sports
"Despite leaving, Malik Monk still believes in the Los Angeles Lakers",sports
"Malik Monk: Lakers' LeBron James, Anthony Davis, Russell Westbrook Will Work Out",sports
How Chelsea have unravelled on their US tour just two weeks before Premier League lift off,sports
"HIGHLIGHTS | Arsenal vs Chelsea (4-0) | Gabriel Jesus, Odegaard, Saka, Lokonga | USA 2022",sports
The seven Chelsea players Thomas Tuchel hinted at transfer exit in damning Arsenal verdict,sports
"(Video): ""It's the same players"" - Thomas Tuchel begs for signings with latest comments » Chelsea News",sports
Thomas Tuchel's 'worrying' Chelsea admission is great news for Manchester United,sports
Anthony Martial forces himself into Erik Ten Hag's plans ahead of Cristiano Ronaldo,sports
Man Utd have told Anthony Martial his transfer future as Juventus place him on wishlist,sports
New Man Utd strategy for Anthony Martial could be tested as attacker becomes plan B for Juventus,sports
Juventus could move for Man United striker should another deal fail,sports
‘Call me insane’ – Manchester United fan makes Anthony Martial Golden Boot prediction following stunning pr...,sports
Lorena Wiebes pips Marianne Vos to win first stage of Tour de France Femmes,sports
Tour de France Femmes stage 1: Live | Cyclingnews,sports
"No, that's not Lorena Wiebes's baby",sports
Tour de France Femmes: How FDJ-Suez-Futuroscope went from development team to world-beaters,sports
Lorena Wiebes: This was my aim from the beginning of the season,sports
Patel fires India to series-clinching win over WI in 2nd ODI,sports
"#WIvIND 2nd ODI review: Axar seals final-over thriller, India clinch series",sports
"Watch: Axar seals last-over thriller with massive six, breaks Dhoni's record",sports
India's Patel says IPL experience helped him produce match-winning knock,sports
Axar Patel's 64 fuels India in series-clinching win over West Indies,sports
"Niko Price 'Had To Take A Step Back To Be Full,' Talks Injury Recovery, Feeling Better Than Ever",sports
Hooda shows promise as potential spin bowling all-rounder,sports
Deepak Hooda Spotted Wearing Prasidh Krishna's Jersey In 2nd ODI vs West Indies. Meme Fest Starts On..,sports
"IND vs WI 2nd ODI: Deepak Hooda wears Prasidh Krishna jersey, netizens make comparison with `old foe` Kruna...",sports
IND vs WI LIVE: Deepak Hooda sports Prasidh Krishna jersey- Check pics,sports
Watch: Deepak Hooda Strikes To Dismiss Dangerous Kyle Mayers In 2nd ODI,sports
Gabriel Jesus' attitude being 'frequently remarked upon' behind the scenes at Arsenal,sports
Arsenal staff all feel the same about Gabriel Jesus following USA pre-season tour,sports
Arsenal: Gabriel Jesus' MOTM highlights vs Chelsea are so good,sports
Gabriel Jesus says Arsenal striker Eddie Nketiah ‘has a lot of quality’,sports
Arsenal’s Gabriel Jesus: Don’t Believe The Striker Hype,sports
Local AUDL team rallies around tragedy,sports
Staying A HEAD #shorts,sports
Lakers News: LA Signs Pair of Five-Year College Players to Deals,sports
Ryan Ward: Lakers announce they've signed Javante McCoy and Fabian White Jr. to Exhibit-10 deals. pi…,sports
"Lakers News: Javante McCoy, Fabian White Jr. sign Exhibit 10 contracts",sports
Lakers Sign Javante McCoy and Fabian White Jr.,sports
Lakers Sign Javante McCoy And Fabian White Jr. To Exhibit 10 Contracts,sports
Charlotte Hornets hosting annual 'Ride at the Hive' fundraiser this weekend,sports
Charlotte Hornets hosting annual 'Ride at the Hive' fundraiser this weekend,sports
Lucia Bronzetti vs. Irina-Camelia Begu | 2022 Palermo Final | WTA Match Highlights,sports
WTA Palermo Final Prediction – Lucia Bronzetti vs Irina Camelia-Begu,sports
Palermo Ladies Open: Lucia Bronzetti & Jasmine Paolini assure Italy of one final spot,sports
Begu triumphs in Palermo for fifth career singles title,sports
Irina-Camelia Begu wins Palermo Ladies Open in a place that 'is special for me',sports
Atletico Madrid fans launch online protest after Cristiano Ronaldo transfer plans emerge,sports
Transfer News: Manchester United prepared to loan out Cristiano...,sports
Cristiano Ronaldo handed shock transfer alternative amid Arsenal and Chelsea talk,sports
Cristiano Ronaldo has already made 'loyalty' stance as star linked with Atletico Madrid,sports
Cristiano Ronaldo should listen to Man Utd exit warning despite Atletico Madrid interest,sports
Frenkie de Jong at CENTRE-BACK?! Xavi's sending out messages | ESPN FC,sports
Barcelona president gives fresh update on Manchester United target Frenkie de Jong,sports
Xavi’s comments on De Jong proves why midfielder should join Man Utd – opinion,sports
Man Utd: £72m target 'open' to move amid 'agreement' at Old Trafford,sports
Frenkie de Jong 'handed Barcelona pay-cut ultimatum' over mega-money £72m Man Utd transfer,sports
'This has been his dream' | ETSU basketball players help Elizabethton boy's wish come true,sports
ETSU basketball teams help 12-year-old cancer patient's wish come true,sports
'This has been his dream.' ETSU basketball players help Elizabethton boy's wish come true,sports
"Levi wished big, but what he got was even bigger",sports
ETSU basketball teams help 12-year-old cancer patient’s wish come true,sports
"'When a weapon like him can get you wickets, why do you leave it for later?'",sports
Watch: Shikhar Dhawan Leads Team India's Crazy Celebration After WI Series Win,sports
West Indies vs India: Shikhar Dhawan's India register third-highest successful ODI run-chase in the Caribbean,sports
IND vs WI ODI: India celebrate after winning 2nd ODI: Follow Live,sports
No place for Shikhar Dhawan in THIS Indian team: Former Indian cricketer makes BOLD prediction,sports
Chelsea suffer potentially huge Jules Kounde blow after Barcelona handed transfer boost,sports
Chelsea weigh up move for £60m-rated defender after doing 'everything' to land Kounde,sports
Chelsea on the Verge of Securing ‘World-Class’ Signing After Rapid Transfer Progress,sports
Chelsea could drop out of race to sign Kounde because of Tuchel’s initial priorities,sports
Opinion: What If Chelsea Can't Sign Sevilla Star Jules Kounde?,sports
Manchester United lining up a move for Denzel Dumfries,sports
Ten Hag in 'pole position' for €40m full-back as Man Utd need 'fair offer' for transfer,sports
Man Utd: Ten Hag sees £25k-a-week star as 'important player' at Old Trafford,sports
Report: Man Utd to intensify interest in £34m Newcastle & Spurs target,sports
Man Utd transfer news: Denzel Dumfries reports grow as Ten Hag makes move and Inter chief angers manager by naming price,sports
Christian Eriksen seen for first time since completing Man Utd transfer as he gets acquainted with rainy...,sports
Christian Eriksen spotted in Manchester for first time since United move,sports
Exclusive: Lisandro Martinez & Christian Eriksen Could Join Manchester United Training On Tuesday,sports
Rio Ferdinand has theory about Frenkie de Jong position amid Manchester United interest,sports
Martinez & Eriksen ‘could train’ with new Man United teammates for first time,sports
Bills open training camp,sports
Poyer focused on contribution to Bills amid ongoing contract discussions,sports
Bills training camp: Sean McDermott,sports
"On Day 1 of Bills training camp, turkey burgers and toilet paper unexpectedly dominate the conversation",sports
Everyone expected to do their part in Bills quarterback room,sports
Man City last man standing Kevin De Bruyne places faith in Pep Guardiola over summer transfer deals,sports
Kevin De Bruyne admits he feels ‘old’ as only surviving member of Man City squad inherited by Pep Gua...,sports
Two Man City forwards can unleash Kevin de Bruyne in his most dangerous role,sports
Karim Benzema OR BUST for Real Madrid this season?! | ESPN FC,sports
Ancelotti: This Real Madrid squad is better than last season's,sports
Carlo Ancelotti explains strange Antonio Rudiger position in El Clasico,sports
"Ancelotti: ""We were better on the ball in the second half""",sports
Ancelotti: “I don’t want to break up the successful team of last season”,sports
"Bills focused on learning from past mistakes, with added star power",sports
10 most important Bills of 2022: No. 5 Mitch Morse,sports
2022 Buffalo Bills betting preview,sports
"Sullivan: Super Bowl no lock for Bills, who will be challenged this season",sports
10 most important Bills of 2022: No. 6 DL DaQuan Jones,sports
Chelsea Foundation work continues in Orlando | News | Official Site,sports
Gallery: Open training delights fans in Florida | News | Official Site | Chelsea Football Club,sports
The best social posts from Chelsea's USA tour so far,sports
Fans return to St. John Fisher to kick off Bills camp,sports
Anticipation builds among Buffalo Bills fan base in Rochester for next season,sports
Manchester United are braced to begin the season WITHOUT Cristiano Ronaldo,sports
Diogo Dalot sends message to Cristiano Ronaldo and opens up on Erik ten Hag outburst,sports
Manchester United transfer news RECAP Frenkie de Jong to Man United and Cristiano Ronaldo updates,sports
Opinion: What are Ronaldo’s options for the new season?,sports
Cristiano Ronaldo's camp urged to take action as Man Utd star 'shocked' by twist,sports
Tuchel talks transfer targets | News | Official Site,sports
"HIGHLIGHTS: York United vs Atletico Ottawa (July 24th, 2022)",sports
"How to Watch Atletico Ottawa at York United FC: Live Stream, TV Channel, Start Time",sports
Yair Rodriguez weighs in on Alexander Volkanovski’s move to 155,sports
Henry Cejudo Wants Alexander Volkanovski Title Fight; Would Be 3rd UFC Division Title,sports
"Charles Rosa believes former foe Yair Rodriguez has the ""kryptonite"" to end Alexander Volkanovski's featherweight reign",sports
EXCLUSIVE: Alexander Volkanovski says rise to UFC superstardom hasn't changed him,sports
Here’s why Real Madrid just have to sign a striker now,sports
Real Madrid set to sell Mayoral to Getafe for €10 million -report,sports
Borja Mayoral set for Getafe switch,sports
Napoli join Fulham in race for Barcelona goalkeeper Neto - report,sports
FC Barcelona on the verge of finding a solution for Neto's departure,sports
Barcelona close to finding Neto a new club with a number of offers on the table,sports
Player 'debating between' Fulham and another club - 'Had all the tickets' for move elsewhere,sports
Jimmer Fredette SHINES in 29-PT domination to help The Money Team advance to second round,sports
Jimmer Fredette's acrobatic And-1 gives TMT the lead,sports
Jimmer Fredette puts a filthy move on his defender for the bucket,sports
"Lucas Paqueta to Arsenal transfer: Edu admission, Arteta 'pushing' for move, player's stance - football.london",sports
Arsenal could now move for £58m ‘huge talent’ at the Emirates,sports
'I like him a lot' - Paqueta to Arsenal transfer links addressed by club director Edu,sports
Edu provides update on Arsenal links with Lucas Paqueta,sports
Arsenal: £34m South American 'would love move' to the Emirates,sports
Arsenal transfer target Arthur Melo reacts to thumping victory over Chelsea,sports
Gabriel Jesus makes Mikel Arteta worry as William Saliba helps Arsenal overcome defensive crisis,sports
Mikel Arteta provides injury update as Arsenal’s US tour concludes,sports
Arsenal boss Arteta 'interested' in more Brazilian firepower despite thrashing Chelsea,sports
Arsenal 'transfer target' Arthur Melo sends Gabriel Jesus message after impressive Chelsea win,sports
